month,EURUSD,USDJPY,USDCHF,GBPUSD,USDDKK,EUR3M,JPY3M,CHF3M,GBP3M,DKK3M,EUR12M,JPY12M,CHF12M,DKK12M,EUBS3,EUBS5,JYBS3,JYBS5,SFBS3,SFBS5,BPBS3,BPBS5,DKBS3,DKBS5,USSO3,EUSWEC,JYSO3S,NDDUWI,LGTRTRUU,EURUSD basis swap 3m,EURUSD basis swap 5,USD OIS 3m,EUR OIS 3m
2010-01-31,1.3863,90.27,1.0606,1.5986,5.3707,-3.28,-3.65,-5.67,-10.4,65.26,-34.0,-37.02,-35.2,323.0,,,,,,,,,,,,0.3655,0.53,2680.472,190.9851,,,,
2010-02-28,1.3631,88.97,1.0735,1.5238,5.4608,-1.81,-4.33,-6.63,-9.06,66.69,-13.2,-35.0,-38.6,253.0,,,,,,,,,,,,0.3655,0.53,2718.258,191.4753,,,,
2010-03-31,1.351,93.47,1.0539,1.5184,5.5107,0.61,-4.94,-8.03,-8.25,39.08,1.13,-43.75,-42.55,141.35,,,,,,,,,,,,0.372,0.53,2886.601,188.5217,,,,
2010-04-30,1.3294,93.85,1.0776,1.5274,5.5982,2.95,-8.93,-12.79,-5.7,26.38,9.91,-60.65,-57.6,79.76,,,,,,,,,,,,0.438,0.53,2887.006,188.0702,,,,
2010-05-31,1.2306,91.27,1.1549,1.4538,6.0454,12.96,-13.76,-29.45,3.25,-59.13,50.7,-82.55,-149.86,-217.0,,,,,,,,,,,,0.397,0.54,2610.465,185.9364,,,,
2010-06-30,1.2238,88.43,1.0774,1.4945,6.0871,6.38,-14.01,-19.33,-0.65,-22.5,24.55,-70.25,-96.4,-91.0,,,,,,,,,,,,0.492,0.5,2520.962,189.2026,,,,
2010-07-31,1.3052,86.47,1.0412,1.5689,5.7096,-2.78,-7.38,-10.4,-6.72,1.87,-22.46,-41.5,-40.07,89.0,,,,,,,,,,,,0.5465,0.47,2725.344,196.1274,,,,
2010-08-31,1.268,84.2,1.0151,1.5348,5.8712,-1.99,-8.59,-8.59,-9.25,0.75,-8.55,-47.65,-43.5,34.0,,,,,,,,,,,,0.492,0.43,2623.593,199.9613,,,,
2010-09-30,1.3634,83.53,0.9825,1.5716,5.4659,-9.95,-9.0,-9.0,-10.05,19.9,-49.68,-47.2,-39.26,180.0,,,,,,,,,,,,0.706,0.4,2868.232,204.9613,,,,
2010-10-31,1.3947,80.4,0.9824,1.6038,5.3468,-17.2,-7.35,-6.83,-12.3,48.5,-88.6,-40.5,-28.08,347.0,,,,,,,,,,,,0.821,0.39,2975.147,207.8658,,,,
2010-11-30,1.2983,83.69,1.0034,1.5562,5.7411,-5.09,-11.06,-16.45,-8.91,-3.5,-11.9,-68.28,-80.91,63.3,,,,,,,,,,,,0.702,0.44,2910.915,198.1867,,,,
2010-12-31,1.3384,81.12,0.9352,1.5612,5.5684,-4.03,-7.97,-10.23,-11.08,19.48,-22.85,-47.93,-50.75,107.0,,,,,,,,,,,,0.6005,0.43,3124.941,201.7201,,,,
2011-01-31,1.3694,82.04,0.944,1.6014,5.4434,-15.27,-6.08,-8.15,-11.7,48.02,-90.61,-44.5,-38.4,362.25,,,,,,,,,,,,0.871,0.48,3195.54,201.6531,,,,
2011-02-28,1.3806,81.78,0.9289,1.6257,5.4011,-16.81,-5.6,-7.88,-16.25,47.6,-108.88,-39.5,-26.89,408.0,,,,,,,,,,,,0.848,0.51,3307.424,202.4045,,,,
2011-03-31,1.4158,83.13,0.919,1.6028,5.2663,-26.08,-5.03,-5.84,-20.7,89.53,-140.42,-41.4,-23.0,523.9,,,,,,,,,,,,1.024,0.45,3274.807,203.1104,,,,
2011-04-30,1.4807,81.19,0.8653,1.6707,5.0371,-38.5,-4.03,-4.25,-20.42,106.89,-186.3,-33.0,-5.51,610.05,,,,,,,,,,,,1.223,0.4,3413.929,209.8926,,,,
2011-05-31,1.4396,81.52,0.854,1.6448,5.1785,-33.98,-3.25,-5.2,-19.12,100.01,-159.46,-30.51,-23.0,544.33,-22.25,-17.5,-41.5,-48.75,-25.75,-30.0,3.25,3.8,-41.5,-35.5,0.845,1.154,0.42,3343.106,209.5041,,,,
2011-06-30,1.4502,80.56,0.8404,1.6053,5.1433,-37.84,-4.31,-5.42,-18.0,114.87,-161.28,-37.0,-31.5,535.0,-23.0,-20.0,-42.0,-47.8,-22.5,-26.8,2.75,3.75,-44.0,-38.0,0.881,1.345,0.43,3290.219,209.9323,,,,
2011-07-31,1.4398,76.76,0.7855,1.6426,5.1741,-32.38,-7.86,-10.36,-16.11,112.53,-126.37,-42.15,-41.22,395.5,-29.25,-24.0,-47.5,-52.0,-23.3,-27.5,0.75,1.25,-50.0,-41.0,0.514,1.248,0.39,3230.56,214.9518,,,,
2011-08-31,1.4369,76.66,0.806,1.625,5.1842,-15.15,-6.54,-22.98,-16.73,46.19,-60.13,-44.05,-87.65,168.92,-33.75,-26.75,-56.0,-61.375,-40.0,-39.0,-1.5,-1.5,-53.3,-43.5,0.275,0.901,0.35,3002.944,219.2547,,,,
2011-09-30,1.3387,77.06,0.9082,1.5584,5.5585,-4.22,-10.72,-17.46,-13.56,-7.57,-3.25,-53.5,-86.31,-116.0,-52.0,-39.25,-60.5,-66.0,-38.0,-38.0,-8.0,-7.425,-67.0,-52.5,0.313,0.742,0.38,2743.578,214.4509,,,,
2011-10-31,1.3858,78.17,0.877,1.6087,5.3695,-7.77,-13.88,-15.59,-15.57,39.45,-10.24,-61.82,-84.24,17.5,-47.5,-38.125,-67.0,-72.0,-48.0,-49.0,-4.0,-5.8,-65.0,-55.0,0.274,0.778,0.37,3027.365,215.8691,,,,
2011-11-30,1.3446,77.62,0.9132,1.5704,5.5305,10.6,-14.44,-22.07,-12.99,-75.0,42.23,-68.7,-98.96,-322.66,-65.75,-55.75,-81.0,-85.25,-60.0,-64.0,-12.0,-18.5,-78.0,-69.0,0.29,0.4895,0.42,2953.45,212.7281,,,,
2011-12-31,1.2961,76.91,0.9381,1.5543,5.734,11.18,-13.22,-18.52,-13.6,-64.89,76.37,-70.5,-99.16,-438.5,-78.5,-66.75,-85.75,-94.125,-49.5,-55.0,-4.75,-9.0,-79.0,-70.0,0.309,0.391,0.39,2951.809,214.4933,,,,
2012-01-31,1.3084,76.27,0.9202,1.576,5.6818,4.41,-8.56,-14.29,-11.77,-45.32,33.32,-47.75,-71.63,-229.0,-54.5,-47.75,-65.0,-78.0,-41.8,-50.5,-3.0,-2.25,-64.4,-57.0,0.211,0.361,0.37,3099.94,217.8945,,,,
2012-02-29,1.3325,81.15,0.9044,1.5917,5.5798,6.16,-6.98,-10.19,-11.24,-37.48,35.05,-46.4,-64.61,-208.6,-45.75,-37.0,-59.0,-72.0,-37.5,-41.0,-6.0,-2.0,-60.0,-49.5,0.326,0.3465,0.36,3251.368,215.7969,,,,
2012-03-31,1.3343,82.87,0.9025,1.6008,5.5765,6.62,-6.96,-10.13,-9.79,-40.99,32.1,-44.1,-52.37,-179.5,-42.5,-37.0,-55.25,-67.0,-34.0,-38.0,-7.25,-1.25,-60.0,-50.0,0.394,0.3605,0.39,3293.169,213.4598,,,,
2012-04-30,1.3239,79.82,0.9075,1.6234,5.6194,7.14,-7.17,-10.94,-8.93,-42.0,54.76,-48.55,-61.5,-273.5,-49.75,-42.0,-59.52,-73.5,-38.5,-44.25,-9.25,-2.5,-67.0,-57.0,0.294,0.3125,0.35,3255.772,216.7447,,,,
2012-05-31,1.2365,78.32,0.9713,1.5405,6.0096,9.84,-8.41,-18.71,-6.57,-108.5,81.83,-58.8,-112.71,-590.0,-68.0,-62.0,-74.25,-90.75,-55.0,-61.0,-16.8,-15.3,-89.5,-75.0,0.251,0.272,0.35,2974.721,215.3898,,,,
2012-06-30,1.2667,79.79,0.9485,1.5707,5.8691,11.44,-10.06,-22.63,-3.81,-146.62,60.17,-51.25,-102.04,-562.25,-51.25,-49.15,-64.3,-80.75,-54.0,-55.0,-8.75,-7.3,-75.5,-68.5,0.29,0.239,0.34,3126.299,215.6597,,,,
2012-07-31,1.2304,78.12,0.9764,1.5678,6.0484,14.44,-8.2,-24.95,-0.24,-139.5,64.51,-42.65,-114.15,-551.75,-46.25,-43.25,-59.5,-75.375,-58.5,-55.5,-11.75,-11.3,-67.0,-62.0,0.2,0.056,0.3,3166.489,218.0315,,,,
2012-08-31,1.2579,78.39,0.9549,1.5866,5.9237,13.59,-6.24,-16.77,-4.11,-131.26,61.07,-38.5,-91.58,-511.5,-44.3,-43.5,-57.5,-74.5,-57.0,-56.0,-11.75,-12.5,-64.0,-58.0,0.197,0.0685,0.31,3246.765,219.558,,,,
2012-09-30,1.286,77.96,0.9398,1.6167,5.797,13.11,-7.7,-15.88,-4.0,-120.0,51.56,-37.32,-67.11,-385.0,-30.75,-30.0,-50.75,-60.75,-43.0,-49.5,-5.8,-7.5,-52.0,-36.0,0.208,0.0855,0.28,3335.965,222.3805,,,,
2012-10-31,1.296,79.77,0.9315,1.6129,5.7558,12.15,-7.66,-14.1,-4.86,-102.0,46.35,-35.8,-66.46,-327.5,-28.5,-25.75,-53.0096,-68.0,-46.75,-51.0,-7.25,-9.0,-54.0,-48.0,0.259,0.0885,0.26,3313.422,220.9621,,,,
2012-11-30,1.2986,82.48,0.9281,1.6013,5.7442,11.95,-7.21,-12.41,-4.08,-103.08,53.22,-35.9,-62.73,-367.15,-33.5,-33.75,-50.0,-64.9992,-46.25,-52.5,-9.0,-11.0,-59.0,-54.5,0.211,0.064,0.24,3355.85,220.5164,,,,
2012-12-31,1.3193,86.75,0.9154,1.6255,5.6553,10.7,-6.41,-14.87,-4.8,-82.46,51.03,-32.4,-68.81,-336.18,-30.0,-30.5,-42.25,-58.0,-49.0,-55.5,-8.5,-10.25,-58.5,-56.5,0.254,0.067,0.22,3418.961,218.4275,,,,
2013-01-31,1.3579,91.71,0.91,1.5857,5.4944,6.4,-6.05,-9.36,-7.69,-46.0,17.35,-38.15,-44.55,-126.99,-21.3,-19.75,-42.375,-54.75,-32.5,-42.75,-5.75,-7.0,-40.0,-37.0,0.337,0.1395,0.21,3593.121,215.2758,,,,
2013-02-28,1.3057,92.56,0.9367,1.5163,5.7114,9.27,-6.17,-10.05,-6.96,-68.5,43.6,-37.95,-51.63,-274.2,-23.5,-22.0,-44.0,-54.5,-33.0,-41.0,-8.0,-10.5,-43.5,-38.5,0.268,0.0765,0.22,3599.054,212.6893,,,,
2013-03-31,1.2819,94.22,0.9492,1.5198,5.8162,8.52,-5.87,-11.25,-6.97,-76.0,44.78,-39.5,-63.75,-317.28,-30.5,-28.3,-44.0,-56.25,-39.5,-47.5,-12.5,-16.4,-52.0,-46.0,0.285,0.082,0.23,3683.356,212.0129,,,,
2013-04-30,1.3168,97.45,0.9293,1.5532,5.6622,8.47,-5.06,-9.33,-8.33,-55.46,40.43,-31.3,-47.5,-268.14,-26.75,-25.25,-44.3,-63.5,-33.0,-41.25,-9.75,-13.3,-44.5,-40.5,0.239,0.071,0.3,3799.348,214.1983,,,,
2013-05-31,1.2999,100.45,0.9551,1.5198,5.7352,7.22,-4.51,-9.02,-9.01,-58.62,39.5,-33.55,-46.82,-274.0,-25.0,-24.0,-42.4997,-61.5,-31.0,-40.3,-7.25,-10.5,-41.0,-37.0,0.417,0.069,0.34,3800.783,206.6856,,,,
2013-06-30,1.301,99.14,0.945,1.5213,5.7331,5.3,-4.38,-7.85,-9.15,-56.43,28.25,-38.95,-47.0,-212.5,-25.75,-24.75,-52.5,-69.75,-33.5,-44.0,-6.5,-9.25,-42.0,-39.0,0.558,0.11,0.33,3707.13,205.3709,,,,
2013-07-31,1.3302,97.88,0.9262,1.5207,5.6047,4.51,-5.01,-7.72,-8.95,-56.68,26.17,-35.7,-43.47,-213.5,-25.75,-26.0,-49.8,-66.5,-33.0,-44.8,-7.5,-9.8,-41.0,-38.0,0.519,0.1065,0.31,3902.295,208.1171,,,,
2013-08-31,1.3222,98.17,0.9298,1.5504,5.6417,4.47,-4.5,-6.83,-10.35,-50.5,20.37,-34.06,-39.49,-188.0,-24.75,-26.25,-48.125,-65.8,-33.3,-46.3,-7.25,-9.5,-43.0,-40.0,0.707,0.098,0.3,3819.235,207.3334,,,,
2013-09-30,1.3527,98.27,0.9049,1.6186,5.5138,3.2,-6.7,-7.35,-10.65,-49.53,17.5,-34.31,-36.74,-164.0,-19.5,-20.25,-44.0,-61.3,-27.25,-39.25,-6.0,-8.5,-40.0,-37.5,0.512,0.105,0.28,4010.245,211.622,,,,
2013-10-31,1.3584,98.36,0.9069,1.604,5.4908,1.85,-6.0,-7.01,-11.22,-39.86,11.85,-30.8,-35.7,-119.48,-11.25,-11.5,-40.7,-56.8,-23.25,-31.8,-1.75,-2.75,-31.5,-28.5,0.458,0.114,0.24,4167.22,213.5865,,,,
2013-11-30,1.3591,102.44,0.9062,1.6368,5.4888,1.29,-6.02,-7.37,-11.24,-50.05,11.3,-29.0,-36.86,-167.99,-13.3,-15.0,-38.5,-56.0,-23.5,-33.25,-2.0,-3.3,-34.5,-31.5,0.429,0.1255,0.22,4241.278,211.0397,,,,
2013-12-31,1.3743,105.31,0.8929,1.6557,5.4283,-0.27,-4.93,-6.66,-10.73,-37.62,9.05,-31.98,-34.9,-143.0,-9.5,-10.5,-33.875,-52.25,-19.75,-28.0,0.0,-0.25,-30.0,-28.0,0.637,0.158,0.25,4331.022,209.0349,,,,
2014-01-31,1.3486,102.04,0.9065,1.6439,5.5325,0.59,-5.03,-7.15,-11.3,-44.39,11.95,-32.0,-39.72,-154.0,-7.5,-8.0,-36.5,-51.8,-18.5,-25.5,-2.25,-4.3,-25.5,-22.5,0.575,0.1355,0.23,4170.608,211.8451,,,,
2014-02-28,1.3802,101.8,0.8803,1.6745,5.407,-0.04,-4.88,-6.63,-11.39,-42.25,5.77,-28.05,-34.02,-127.0,-6.5,-7.0,-33.0,-47.8,-18.25,-25.0,-2.0,-4.38,-27.0,-23.0,0.587,0.1384,0.21,4379.393,214.8115,,,,
2014-03-31,1.3769,103.23,0.8846,1.6662,5.4224,-1.69,-4.92,-6.47,-11.39,-31.73,1.37,-27.9,-33.75,-114.4,-5.0,-5.3,-30.5,-44.25,-14.4,-20.75,-0.5,-1.8,-25.5,-22.5,0.791,0.1633,0.21,4385.731,214.5366,,,,
2014-04-30,1.3867,102.24,0.8804,1.6873,5.3827,-2.55,-5.7,-6.52,-12.28,-22.5,-1.29,-29.6,-33.54,-82.0,-2.0,-1.875,-30.25,-43.0,-12.25,-17.75,1.5,2.1,-20.0,-18.0,0.791,0.169,0.22,4430.671,217.0074,,,,
2014-05-31,1.3635,101.77,0.8952,1.6755,5.4742,0.11,-5.99,-8.65,-11.88,-36.02,12.83,-31.75,-44.27,-150.0,-5.25,-4.3,-31.75,-44.75,-18.75,-23.0,0.6,0.3,-29.0,-24.5,0.737,0.107,0.21,4517.844,217.9691,,,,
2014-06-30,1.3692,101.33,0.8868,1.7106,5.4451,4.7,-6.58,-6.92,-12.98,-28.38,26.16,-35.35,-36.61,-158.0,-7.3,-7.0,-30.75,-41.75,-15.25,-20.5,0.75,0.5,-34.0,-30.5,0.837,0.056,0.18,4598.664,219.7937,,,,
2014-07-31,1.339,102.8,0.9088,1.6886,5.5682,4.31,-6.2,-6.13,-13.2,-32.5,29.72,-41.9,-38.86,-179.5,-8.0,-6.75,-30.5,-39.0,-10.5,-14.5,0.0,-2.25,-34.5,-31.5,1.0065,0.067,0.19,4525.272,217.6719,,,,
2014-08-31,1.3132,104.09,0.9182,1.6598,5.6724,8.11,-6.82,-9.03,-12.75,-35.55,46.71,-44.3,-55.87,-239.0,-13.25,-10.75,-35.75,-47.5,-21.25,-24.25,-0.25,-2.25,-36.5,-33.5,0.964,0.0045,0.19,4624.988,218.6058,,,,
2014-09-30,1.2631,109.65,0.9551,1.6213,5.8932,8.34,-11.42,-9.53,-13.07,-33.8,54.43,-55.25,-54.87,-279.0,-14.75,-13.5,-38.5,-48.75,-18.5,-21.8,-1.25,-2.75,-38.5,-35.5,1.099,-0.0365,0.18,4499.461,211.154,,,,
2014-10-31,1.2525,112.32,0.9626,1.5995,5.9428,7.8,-12.14,-8.57,-11.92,-39.03,44.56,-58.8,-49.82,-248.0,-14.0,-13.75,-43.5,-51.75,-18.5,-22.0,-0.25,-0.25,-36.5,-34.0,0.9405,-0.01,0.16,4528.568,210.487,,,,
2014-11-30,1.2452,118.63,0.9653,1.5645,5.9754,8.17,-12.74,-10.41,-10.23,-43.05,51.06,-62.75,-58.75,-264.0,-17.395,-17.5,-48.5,-61.75,-22.5,-27.0,-2.25,-2.25,-38.5,-37.5,0.9,-0.002,0.16,4619.324,208.6842,,,,
2014-12-31,1.2098,119.78,0.9943,1.5577,6.1556,9.93,-10.35,-17.85,-11.64,-51.5,65.31,-72.13,-97.45,-347.0,-15.7,-15.125,-45.75,-61.0,-33.5,-33.8,-2.0,-3.0,-38.0,-37.5,1.097,-0.026,0.15,4544.837,207.3789,,,,
2015-01-31,1.1291,117.49,0.9202,1.506,6.592,9.5,-12.97,-38.39,-9.45,-184.86,64.24,-75.9,-158.75,-715.0,-27.75,-27.5,-52.25,-64.25,-38.0,-37.0,-7.75,-9.75,-51.0,-46.5,0.761,-0.042,0.15,4462.486,207.2904,,,0.1702,-0.127
2015-02-28,1.1196,119.63,0.9543,1.5438,6.6648,12.85,-14.26,-35.9,-9.75,-212.77,83.49,-87.6,-166.96,-850.0,-31.8,-32.3,-52.5,-63.75,-40.0,-40.3,-6.75,-9.75,-60.5,-56.0,1.019,-0.0688,0.15,4723.937,204.8146,,,0.1672,-0.15375
2015-03-31,1.0731,120.13,0.9727,1.4818,6.9621,13.55,-15.74,-36.67,-9.19,-218.05,80.36,-92.1,-169.0,-864.0,-31.9,-33.0,-56.25,-66.0,-37.8,-40.25,-7.8,-9.5,-65.75,-60.5,0.902,-0.095,0.19,4649.991,202.7175,,,0.1697,-0.18
2015-04-30,1.1224,119.38,0.9324,1.5351,6.6515,13.83,-13.25,-33.18,-9.55,-207.0,82.09,-95.5,-154.6,-793.59,-33.375,-34.4,-58.5,-67.75,-36.5,-36.75,-5.5,-5.75,-61.0,-56.0,0.916,-0.106,0.17,4759.045,204.9885,,,0.1787,-0.191
2015-05-31,1.0986,124.15,0.9403,1.5291,6.7897,14.29,-14.39,-33.23,-10.07,-180.83,82.65,-99.8,-164.0,-755.0,-30.2,-30.75,-60.0,-71.0,-38.25,-41.0,-1.5,-3.0,-52.5,-49.8,0.953,-0.125,0.16,4775.439,200.0731,,,0.1827,-0.21
2015-06-30,1.1147,122.5,0.9355,1.5712,6.6927,14.63,-15.82,-33.43,-10.68,-179.76,87.74,-102.0,-171.69,-788.5,-30.25,-31.0,-60.0,-70.3,-38.75,-43.0,-2.5,-3.3,-54.5,-52.0,1.025,-0.1205,0.18,4664.399,199.6997,,,0.1852,-0.2055
2015-07-31,1.0984,123.89,0.9663,1.5622,6.7937,14.68,-15.89,-31.1,-9.48,-145.61,88.63,-105.96,-158.27,-713.0,-27.9,-29.3,-60.5,-72.0,-34.0,-40.75,-2.45,-3.75,-50.0,-48.0,0.989,-0.122,0.16,4748.125,200.1591,,,0.2197,-0.207
2015-08-31,1.1211,121.23,0.9673,1.5345,6.6578,16.55,-16.33,-30.88,-7.58,-140.54,91.79,-105.68,-153.11,-679.0,-28.75,-30.625,-62.0,-72.5,-34.0,-44.75,-2.25,-2.5,-53.5,-53.5,0.978,-0.132,0.14,4433.92,200.9395,,,0.26895,-0.217
2015-09-30,1.1177,119.88,0.9733,1.5128,6.6757,18.91,-23.45,-34.92,-4.55,-155.98,95.7,-110.07,-156.02,-678.5,-32.875,-34.625,-68.0,-79.0,-39.75,-49.0,-4.0,-3.5,-57.0,-57.5,0.756,-0.144,0.12,4270.377,202.6594,,,0.2112,-0.229
2015-10-31,1.1006,120.62,0.9879,1.5428,6.7769,19.53,-21.35,-33.4,-4.86,-189.96,108.68,-121.47,-171.25,-858.0,-35.0,-37.75,-71.25,-82.0,-38.0,-46.5,-4.5,-4.25,-63.0,-64.75,0.883,-0.188,0.11,4608.78,202.8709,,,0.2352,-0.273
2015-11-30,1.0565,123.11,1.029,1.5056,7.0617,28.94,-30.3,-56.6,2.6,-261.1,139.29,-153.75,-236.18,-1117.12,-42.0,-42.2,-79.75,-90.125,-50.0,-56.0,-8.75,-7.5,-67.0,-68.5,1.006,-0.273,0.1,4585.848,198.6844,,,0.3322,-0.358
2015-12-31,1.0862,120.22,1.0021,1.4736,6.8706,25.66,-29.76,-39.1,2.24,-188.82,140.96,-161.25,-195.63,-996.99,-30.25,-32.625,-72.75,-82.75,-39.0,-47.0,-4.8,-4.75,-64.5,-64.5,1.131,-0.235,0.11,4505.241,200.5569,,,0.4232,-0.32
2016-01-31,1.0831,121.14,1.0231,1.4244,6.8904,26.99,-28.2,-40.04,3.21,-188.6,140.44,-157.6,-193.78,-930.01,-37.0,-39.875,-80.75,-91.75,-42.75,-54.0,-8.75,-7.0,-62.5,-65.0,0.732,-0.299,0.08,4235.718,202.9241,,,0.4287,-0.384
2016-02-29,1.0873,112.69,0.9984,1.3917,6.8608,31.66,-31.51,-45.75,4.79,-208.44,155.25,-171.25,-211.92,-990.1,-45.75,-50.75,-87.1,-99.25,-51.5,-64.0,-17.125,-16.5,-74.5,-78.3,0.62,-0.359,0.06,4204.194,209.5318,,,0.4407,-0.444
2016-03-31,1.138,112.57,0.9618,1.436,6.5477,32.67,-31.58,-39.88,4.76,-193.88,152.75,-156.75,-177.5,-937.01,-39.75,-45.625,-80.5,-93.3,-40.0,-56.5,-12.75,-10.5,-66.5,-73.5,0.653,-0.346,0.07,4489.486,215.1692,,,0.4222,-0.431
2016-04-30,1.1451,106.5,0.9599,1.4612,6.5001,32.53,-28.79,-38.95,4.1,-188.55,156.79,-151.04,-179.25,-985.5,-39.0,-45.125,-72.75,-83.75,-39.5,-53.0,-9.25,-8.0,-67.5,-69.5,0.729,-0.345,0.08,4560.526,218.7318,,,0.4252,-0.43
2016-05-31,1.1132,110.73,0.9939,1.4483,6.6817,35.37,-33.27,-42.94,9.27,-228.52,166.81,-175.0,-194.94,-1115.0,-37.5,-41.0,-78.75,-91.0,-39.0,-50.0,-9.75,-8.5,,,0.85,-0.343,0.07,4586.14,214.9337,,,0.4957,-0.428
2016-06-30,1.1106,103.2,0.976,1.3311,6.6964,38.03,-33.65,-50.54,12.2,-232.28,158.52,-150.75,-209.0,-1016.5,-42.5,-44.75,-78.5,-86.75,-49.0,-56.75,-12.5,-11.0,,,0.479,-0.357,0.07,4534.751,223.8795,,,0.4147,-0.442
2016-07-31,1.1174,102.06,0.9695,1.323,6.6575,43.64,-35.35,-49.26,21.1,-273.01,182.36,-159.95,-204.96,-1171.84,-45.0,-47.5,-76.5,-83.25,-48.25,-56.25,-19.75,-17.5,,,0.554,-0.3542,0.08,4726.337,224.9542,,,0.4456,-0.4392
2016-08-31,1.1158,103.43,0.9839,1.3138,6.6709,43.53,-39.95,-51.41,24.75,-264.69,196.6,-185.65,-220.53,-1212.5,-43.75,-47.75,-77.75,-79.625,-49.0,-55.5,-17.0,-15.75,,,0.728,-0.351,0.06,4730.265,222.9298,,,0.4982,-0.436
2016-09-30,1.1235,101.35,0.9714,1.2972,6.6277,49.1,-43.7,-56.36,26.75,-299.19,193.9,-176.13,-217.58,-1192.5,-43.0,-45.625,-75.5,-78.75,-46.75,-50.25,-14.25,-13.25,,,0.688,-0.35,0.06,4755.392,224.7003,,,0.47425,-0.435
2016-10-31,1.0981,104.82,0.989,1.2242,6.7736,47.32,-40.55,-53.89,26.22,-297.14,189.18,-174.5,-216.0,-1203.25,-40.375,-42.625,-72.25,-75.24,-44.0,-48.75,-14.75,-11.75,,,0.801,-0.35,0.06,4663.361,216.5012,,,0.54155,-0.435
2016-11-30,1.0589,114.46,1.0173,1.2506,7.0262,48.57,-52.15,-60.5,28.35,-333.06,202.47,-219.0,-248.56,-1394.5,-45.625,-45.625,-82.625,-83.0,-48.5,-51.75,-18.25,-13.5,,,1.171,-0.35,0.04,4730.416,205.7465,,,0.6472,-0.435
2016-12-31,1.0517,116.96,1.019,1.234,7.0682,49.83,-54.06,-58.64,28.45,-358.38,211.73,-232.45,-248.58,-1503.82,-44.25,-44.125,-83.5,-85.0,-48.0,-51.25,-15.375,-11.25,,,1.349,-0.347,0.03,4843.607,203.8733,,,0.7052,-0.432
2017-01-31,1.0798,112.8,0.9892,1.2579,6.8868,44.32,-41.15,-51.56,26.25,-298.66,213.57,-216.25,-240.85,-1424.71,-41.75,-42.25,-81.375,-86.25,-45.25,-50.5,-17.5,-14.0,,,1.339,-0.352,0.06,4960.508,206.5531,,,0.7322,-0.437
2017-02-28,1.0576,112.77,1.0058,1.238,7.0284,44.88,-44.6,-53.67,26.7,-320.39,220.1,-222.0,-256.9,-1513.46,-40.25,-39.5,-74.625,-80.625,-43.5,-48.0,-14.0,-10.75,,,1.441,-0.353,0.05,5098.13,207.6745,,,0.8503,-0.438
2017-03-31,1.0652,111.39,1.0026,1.255,6.983,47.25,-41.17,-55.5,28.27,-325.93,212.05,-201.63,-245.84,-1472.18,-32.25,-34.0,-62.75,-69.5,-33.25,-37.75,-8.75,-8.75,,,1.527,-0.351,0.06,5152.435,208.129,,,0.9712,-0.436
2017-04-30,1.0895,111.49,0.9946,1.2951,6.8273,51.32,-42.45,-56.89,34.28,-328.83,223.02,-206.5,-247.0,-1468.25,-34.0,-34.75,-65.75,-74.25,-34.75,-39.0,-12.0,-9.75,,,1.468,-0.3585,0.03,5228.726,210.5317,,,1.0337,-0.4435
2017-05-31,1.1244,110.78,0.9678,1.289,6.6153,55.93,-46.55,-58.05,37.0,-341.39,229.66,-203.75,-236.16,-1403.72,-33.75,-35.0,-62.75,-72.0,-33.75,-38.5,-12.0,-9.25,,,1.447,-0.361,0.05,5339.337,213.8568,,,1.1387,-0.446
